ID,Description,Entry_ID,Antonym,Bibliographical_Reference,Encyclopedic_Info,Etymology_Source,Infobox,Infobox_Teanu,Lexical_Function_Gloss,Literally,Media_IDs,Scientific_Name,Semantic_Domain,Sense_Comment,Synonym,Syntactic_Restriction,Typical_Subject
SN000946,introduces an irrealis (subjunctive) clause,LX000175,,,,,,,,,,,,,,after manipulative verbs,
SN000947,"want, intend to; be about to",LX000176,,,,,,,,,,,Gram,,,"+ Irrealis clause, same subject",
SN000948,want s.o. to do s.th.,LX000176,,,,,,,,,,,Gram,,,"+ Irrealis clause, different subject",
SN000949,"say yes, accept, consent",LX000177,LX000264,,,,,,,say alright,,,,,,,
SN000950,k.o. tree with hard wood; unidentified,kobe_1,,,,,,,,,,,Bot,,,,
SN000951,Sea grass,LX000178,,,,,,,,grass-blades of kobe1,,Cymodocea spp.,Sea,,,,
SN000952,"put on, wear ‹clothes, hat+›",LX000179,,,,,,,,,,,,,,,
SN000953,"go in, enter (a house+)",LX000180,LX000149,,,,,,,,,,,,,,s.o.
SN000954,be inside,LX000180,,,,,,,,,,,,,,,s.o.
SN000955,"be inside ‹s.th.›; be part of ‹s.th.›, be included",LX000180,,,,,,,,,,,,,,,s.th.
SN000956,"be pleasurable to ‹s.o.›, suit ‹s.o.› greatly",LX000180,,,,,,,,,,,,fig,,,s.th.
SN000957,"go inland, e.g. walk from the shore towards a village, or from a village towards the middle of the island",LX000180,,,,,,,,,,,,,,geocentric coordinates,
SN000958,go inland to work in o.'s food garden,LX000180,,,,,,,,,,,,esp,,from the village,
SN000959,"reach an island: e.g. swim towards the shore; land, dock a boat",LX000180,,,,,,,,,,,,,LX000369,from the sea,
SN000960,"travel to an island; hence settle in, immigrate",LX000180,,,,,,,,,,,,,,from far away,
SN000961,wash ashore,LX000180,,,,,,,,,,,,,,,s.th.
SN000962,"swell inland, flood the land",LX000180,,,,,,,,,,,,,,,"the sea, [revo](revo_1)"
SN000963,"(move+) in, inside",LX000181,,,,,,,,,,,,,,after intransitive verb,
SN000964,"(take, move s.th.) in, inside",LX000181,,,,,,,,,,,,,,after transitive verb,
SN000965,"(go, take+) inland",LX000181,,,,,,,,,,,,,,,
SN000966,"(go, take+) ashore",LX000181,,,,,,,,,,,,,,,
SN000967,"(go, take+) towards the island",LX000181,,,,,,,,,,,,,,,
SN000968,"causative of [~koie](LX000180) ‘enter’: cause ‹s.o., s.th.› to go in, introduce",LX000182,,,,,,,,,,,,,,,
SN000969,"cause ‹s.th.› to go in, hence insert, put in, pack",LX000182,,,,,,,,,,,,,,,
SN000970,"cause ‹s.o.› to go in, hence bring in, lead ‹s.o.› in",LX000182,,,,,,,,,,,,,,,
SN000971,"cause ‹s.th.› to go inland: take ‹s.th.› from the sea towards the shore, or from the shore towards the village",LX000182,,,,,,,,,,,,,,geocentric coordinates,
SN000972,"cause ‹s.o.› to go inland, esp. welcome ‹travellers› on the beach and lead them inland",LX000182,,,,,,,,,,,,,,id.,
SN000973,"surf the waves, for recreation",LX000183,,,,,,,,bring the waves inland,,,,,,,
SN000974,"dry, dried",kokoro_1,LX000090,,,,,,,,,,,,,,
SN000975,"“breast plate” made of clamshell, tradit. worn by dignitaries ([wopine](wopine_1), [teliki](teliki_1))",kolokolo_1,,,"The prime function was to protect one's heart from the enemy's arrows. Later, it became part of the decorum of high chiefs.",,,,,,92f6351c53594591b3aec9dbb35c618f,,,,,,
SN000976,name of a Spirit ([tamate](tamate_1)),kolokolo_2,,,,,,,,,,,Myth,,,,
SN000977,"axe, tradit. made of the shell of a giant clam",kome_1,,,,,,,,,,,,,,,
SN000978,"boring clam, clamshell of a smaller size (approx. 12 cm)",komudo_1,,,,,,,,,06ee45365cb90db7c43da166269be2f1,Tridacna crocea,Sea,,,,
SN000979,"crayfish, shrimp",konge_1,,,,,,,,,,Astacoidea spp.,Zool,,,,
SN000980,copper; esp. copper plate,kopa_1,,,,,,,,,,,,,,,
SN000981,deep,LX000184,,,,,,,,wide open,,,,,,,"hole, sea+"
SN000982,be high tide,LX000184,,,,,,,,,,,,,,,"sea, tide, [revo](revo_1)"
SN000983,"move, shift o.s.",LX000185,,,,,,,,,,,,,,,
SN000984,white,koro_1,,,,,,,,,,,,,,,
SN000985,"person of white skin, European",koro_1,,,,,,,,,,,,,damala_1,,s.o.
SN000986,"strong, solid, firm",korone_1,,,,,,,,,,,,,beiuko_1,,
SN000987,tight,korone_1,LX000420,,,,,,,,,,,,,,rope+
SN000988,"powerful, strong, violent",korone_1,,,,,,,,,,,,,,,
SN000989,"powerful, charismatic",korone_1,,,,,,,,,,,,,,positive sense,
SN000990,firmly,korone_2,,,,,,,,,,,,literal,,resultative construction,
SN000991,with strength,korone_2,,,,,,,,,,,,fig,,,
SN000992,alcohol,ero_korone_1,,,,,,,,powerful water,,,,,,,
SN000993,"strive, endeavour",LX000186,,,,,,,,,,,,rare,,,
SN000994,"run, flee",LX000187,,,,,,,,,,,,,,,s.o.
SN000995,"move swiftly in space, e.g. while riding on s.th.",LX000187,,,,,,,,,,,,gen,,,
SN000996,miss ‹a target›,LX000188,,,,,,,,,,,,,,,
SN000997,dodge ‹s.th.›,LX000188,,,,,,,,,,,,,,,
SN000998,miss o.'s period; hence be pregnant,LX000189,,,,,,,,miss the moon,,,,,sa_pine_1,,
SN000999,thinner legs ‹of crab+›,kukubo_1,,,,,,,,,,,,,,,crustacean
SN001000,"other, different",kula_1,,,"Morph.: Constitutes the plural counterpart of [iote](iote_1) ‘[Singular] other, different’.",,,,,,,,,,,semantically plural,
SN001001,"a few, some",kula_2,,,,,,,,,,,Gram,,,,
SN001002,the ones… the others,LX000190,,,,,,,,some… some,,,,,,,
SN001003,half,kula_3,,,,,,,,,,,,,,,
SN001004,"half, portion of ‹s.th.›",kula_4,,,,,,,,,,,,,,,
SN001005,half of ‹s.th.›,LX000191,,,,,,,,,,,,,,,
SN001006,semi-circle,LX000192,,,,,,,,half moon,,,,,,,
SN001007,short in length,kuledi_1,biouro_1,,,,,,,,,,,,,,s.th.
SN001008,short in height,kuledi_1,,,,,,,,,,,,,,,"s.o., s.th."
SN001009,"short in duration, brief",kuledi_1,,,,,,,,,,,,,,,"story, activity+"
SN001010,"fowl, poultry, chicken",kulevelu_1,,,,,,,,,2a27eb85d6af5c17d46c38d0c18e322d,,Ornith,,,,
SN001011,chick,neido_kulevelu_1,,,,,,,,child of fowl,,,,,,,
SN001012,dog,kuli_1,,,,,,,,,7792657deb1b04af4915bbac62667d73,,,,,,
SN001013,inhabited place,kulumoe_1,,,,,,,,,e0a0cf6c541bc59f6c7539d71fcd2fec,,,,,,
SN001014,"hamlet, village",kulumoe_1,,,,,,,,,,,,gen,,,
SN001015,"area, zone within an island, not necessarily inhabited",kulumoe_1,,,,,,,,,,,,rare,,,
SN001016,island,kulumoe_1,temotu_1,,,,,,,,,,,,basakulumoe_1,,
SN001017,country,kulumoe_1,,,,,,,,,,,,,,,
SN001018,the world,kulumoe_1,,,,,,,,,,,,rare,lovia_vono_1 ; marama_1,,
SN001019,sweet potato,kumara_1,,,,,,,,,,Ipomoea batatas,Bot,,rua_kasule_1,,
SN001020,quinine: a medicine against malaria,kunini_1,,,,,,,,,,,,,,,
SN001021,medical tablet,kunini_1,,,,,,,,,,,,hence,,,
SN001022,"canoe, esp. traditional canoe made of a single trunk, with no outrigger",kuo_1,,,,,,,,,d9bebd7c98fee56b9a2e5f32ce25c8c1,,Naut,,,,
SN001023,"boat, ship, from other cultures",kuo_1,,,,,,,,,,,,gen,LX000448,,
SN001024,"“canoe tree”: k.o. tree (unidentified), traditionally chosen for making canoes – hence its name",kuo_1,,,,,,,,,,,Bot,,,,
SN001025,"we, i.e. me and them: personal pronoun for 1st person exclusive plural",kupa_1,,,,,,,,,,,Gram,,,,
SN001026,numeral prefix for tens,kwa-_1,,,,,,,,,,,,,,,
SN001027,Great crested tern,kwangele_1,,,,,,,,,,Sterna bergii,Ornith,,,,
SN001028,thirty,kwate_1,,,,,,,,three tens,,,,,,,
SN001029,forty,kwa-teva_1,,,,,,,,four tens,,,,,,,
SN001030,twenty,kwa-tilu_1,,,,,,,,,,,,,,,
SN001031,eighty,kwa-tilu-tae_1,,,,,,,,,,,,,,,
SN001032,"variant of 3rd plural irrealis prefix [le-](le-_1), elided before a vowel",l-_1,,,,,,,,,,,,,,,
SN001033,"variant form of [~le](LX000219) ‘go’, elided before vowel",LX000193,,,,,,,,,,,,,,,
SN001034,"take ‹one thing› (vs. [~loko](LX000231), ‘take several things’)",LX000194,,,,,,,,,,,,,,,
SN001035,"take ‹s.th.› physically, grab, carry",LX000194,,,,,,,,,,,,,,,
SN001036,"take ‹s.th.› in order to use or move it. Serves to introduce a new participant in a situation, often an instrument or a theme, even when no actual ‘grabbing’ event is referred to.",LX000194,,,,,,,,,,,,esp,,often first verb in serialisation,
SN001037,forms causative constructions with motion or posture verbs,LX000194,,,,,,,,,,,,,,switch-subject serialisation,
SN001038,give ‹s.th.›,LX000194,,,Usually followed by [~mini](LX000273)* to introduce the recipient.,,,,,,,,,,,,
SN001039,"take ‹s.th. abstract›, keep",LX000194,,,,,,,,,,,,fig,,,
SN001040,"understand ‹s.o., s.th.›",LX000194,,,,,,,,,,,,,,,s.o.
SN001041,"require, take ‹amount of time›",LX000194,,,,,,,,,,,,,,,action
SN001042,"do, make. Combines with certain objects, to form semantically non-compositional phrases",LX000194,,,,,,,,,,,,,,,
SN001043,take ‹s.th.› away,LX000195,,,,,,,,take carry-away,,,,,,,
SN001044,take a number of steps,LX000196,,,,,,,,take legs,,,,,,,
SN001045,become dusk; hence ‹day› come to an end,LX000197,LX000384,,,,,,,,,,,,,,"weather, [vono](vono_1)"
SN001046,"dual subject prefix, realis or irrealis, for “Collocutive”: 1st inclusive and 3rd person",la-_1,,,"The prefix surfaces as [lai-](lai-_1) before certain monosyllabic verbs (e.g. [~ko](LX000165) > la-ko/lai-ko, [~la](LX000194) > la-la/lai-la) but not others (e.g. [~ka](LX000130) > la-ka/*lai-ka, [~le](LX000217) > la-le/*lai-le).",,,,,,,,,,,,
SN001047,you and I: 1st inclusive dual subject,la-_1,,,,,,,,,,,,,,,
SN001048,they two: 3rd dual subject,la-_1,,,,,,,,,,,,,,,
SN001049,give ‹s.th.› to ‹s.o.›,LX000198,,,,,,,,take and give to,,,,,,,
SN001050,strike ‹s.th.› hard,LX000198,,,,,,,,,,,,fig,LX000004,,
SN001051,"act eagerly, with energy; be fired up, be intense",LX000199,,,,,,,,,,,,fig,,,
SN001052,"work, do some work",LX000200,,,,,,,,take things,,,,,,,s.o.
SN001053,"get into action, be used",LX000200,,,,,,,,,,,,meton,,,s.th.
SN001054,work at ‹s.th.›,LX000201,,,,,,,,,,,,rare,,,
SN001055,"hang, hook ‹s.th.›",LX000202,,,"Morph.: The sequence ~la i-avo is sometimes contracted into a single verb [~laiavo](LX000209)* ‘hang, hook+’.",,,,,take s.th. it hangs,,,,,,,
SN001056,"badmouth ‹s.o.›, ruin s.o.'s reputation",LX000202,,,,,,,,,,,,fig ; rare,,,
SN001057,coconut skirt: cloth-like fibrous material at the base of the coconut tree,laba_luro_1,,,,,,,,,,,Bot,,nuko_1,,
SN001058,husk of a coconut; esp. coir fibers in the husk,labaro_1,,,,,,,,,,,,,,,
SN001059,"shoes, sandals",labaro_1,,,,,,,,,,,,,taka_1,,
SN001060,"lasting a long time, long",labiou_1,,,,,,,,,,,,,,,
SN001061,"(do) for a long time, for long",labiou_2,,,,,,,,,,,,,,,
SN001062,(have done) a long time ago,labiou_2,,,,,,,,,,,,,,perfective context,
SN001063,just a moment later. Links events in a narrative,labiou_tae_1,,,,,,,,it was not long,,,,,,,
SN001064,"hold ‹s.th.› in o.'s hands; grab, grasp",LX000203,,,,,,,,,,,,,,,
SN001065,"take ‹s.th., s.o.› in o.'s arms",LX000203,,,,,,,,,,,,rare,LX000194,,
SN001066,"touch ‹s.o.›, have body contact",LX000203,,,,,,,,,,,,,,,
SN001067,massage,LX000203,,,,,,,,,,,,esp,,,
SN001068,"handle, treat ‹s.th., s.o.› in such and such a way ; handle ‹s.o.› in such and such away",LX000203,,,,,,,,,,,,abstr,,,
SN001069,"hold ‹skills, knowledge+›",LX000203,,,,,,,,,,,,fig,,,
SN001070,"eat, have dinner",LX000204,,,,,,,,grab s.th.,,,,†,,,
SN001071,eat,LX000205,,,,,,,,grab things,,,,euph,LX000504,,
SN001072,"dual subject prefix for “Collocutive”: 1st inclusive and 3rd person. Variant of [la-](la-_1) before a vowel, or for certain monosyllabic verb stems",lai-_1,,,,,,,,,,,Gram,,,,
SN001073,"change clothes, get changed",LX000206,,,,,,,,,,,,,,,
SN001074,"change ‹s.th.›, modify",LX000207,,,,,,,,,,,,,,,
SN001075,"change ‹s.o.›, have them put on new clothes",LX000207,,,,,,,,,,,,,,,
SN001076,translate,LX000207,,,,,,,,,,,,,,,
SN001077,"answer, reply",LX000207,,,,,,,,,,,,,,,
SN001078,"take the place of ‹s.o.›, replace; succeed ‹s.o.›",LX000207,,,,,,,,,,,,,,,
SN001079,"exchange ‹s.th.›, trade, swap",LX000207,,,,,,,,,,,,,,non-sg subject,
SN001080,"trade insults, argue",LX000208,,,,,,,,exchange words,,,,,,non-sg subject,
SN001081,hang ‹s.th.›,LX000209,,,,,,,,,,,,,LX000452,,
SN001082,"throw, cast ‹s.th.›",LX000210,,,,,,,,,,,,,,,
SN001083,"throw away, get rid of ‹s.th.›",LX000210,,,,,,,,,,,,,LX000125,,
SN001084,"stick to ‹s.th.›, as a stain",LX000211,,,,,,,,,,,,,,,s.th.
SN001085,"creep on ‹s.th.›, adhere to ‹s.th.›",LX000211,,,,,,,,,,,,esp,,,living organism
SN001086,"Southwesterly wind, blowing between [Teulu](Teulu_1) and [Vakasiu](Vakasiu_1)",Laki_1,,,,,,,,,,,Naut,,,,
SN001087,"Lale, a village on the west coast of Banie",Lale_1,,,,,,,,,,,Geo,,,,
SN001088,"give ‹s.th.› (to s.o., [se](se_1))",LX000212,,,,,,,,,,,,,LX000198,,
SN001089,(take V) and give it to ‹s.o.›,LX000213,,,,,,,,,,,,,LX000274,,
SN001090,"refuse ‹of coconut›, obtained after coconut flesh has been grated and milked",lamwaro_1,,,,,,,,,,,,,,,
SN001091,"bewitch, kill ‹s.o.› using sorcery",LX000214,,,,,,,,,,,,,,,
SN001092,wooden rail tying the outrigger ([demene](demene_1)) to the canoe hull ([ebele](ebele_1) [kuo](kuo_1)),langasuo_1,,,,,,,,,,,,,,on outrigger canoes,
SN001093,rich,langero_1,,,,,,,,,,,,,,,
SN001094,"plant Colocasia taros ([avtebe](avtebe_1), [jebute](jebute_1))",LX000215,,,"Synt.: The verb is intransitive, as the verb root itself implies the type of taro. However, it is often followed by the possessive classifier ([enaka](enaka_1)).",,,,,,,,Bot,,,,
SN001095,"Jean François de Lapérouse: French navigator (1741-1788), whose naval expedition perished in 1788 on the southern coast of Vanikoro",Laperusi_1,,,Lapérouse ([Laperusi](Laperusi_1)) and his crew are central to a number of oral histories still told today on the island of Vanikoro.,,"The story of Lapérouse: According to Vanikoro's oral tradition, Lapérouse approached the island aboard a double-hulled canoe ([tepakare](tepakare_1)). The islanders feared that ship was coming to forcibly recruit people as work force; so they invoked their god Vilisao, asking him to destroy the ship with a double tornado. The ship split in two, one part sinking in the ocean, another part wrecking on the reef, off Paiou ([Paeu](Paeu_1)). Some men survived the tempest, and remained on the island for some time, building a new ship to escape; one day, they finally out took to the ocean.",,,,a7c93a29c237cd553a5f03bac17a5224,,Myth,,,,
SN001096,"young coconut, good for drinking",laro_1,,,,,,,,,,Cocos nucifera,,,,,
SN001097,"put ‹s.th.› somewhere; put away, deposit, store",LX000216,,,,,,,,,,,,,,,
SN001098,"side, flank; rib",lava_1,,,,,,,,,,,Anat,,,,
SN001099,side,lava_1,,,,,,,,,,,,,,,s.th.
SN001100,"k.o. bush liana (unidentified), whose shape is reminiscent of a large snake ([abilo](abilo_1))",lava_abilo_1,,,,,,,,sides of a snake,d1dd248fba869c39fe2f65cb1c57e7fd,,Bot,,kasule_lava_abilo_1,,
SN001101,"k.o. pudding, typic. made with breadfruit ([bale](bale_1)) that is mashed and baked",lavatunu_1,,,,,,,,,,,,,,,
SN001102,"k.o. seashore tree, whose hard wood is used to carve artifacts, e.g. for axe handles",laviakome_1,,,,,,,,handle of axe,,Scaevola taccada,Bot,,,,
SN001103,pearls,laviko_1,,,,,,,,,,,,,,,
SN001104,underneath; under ground,le_1,,,,,,,,,,,,,,,
SN001105,go somewhere,LX000217,LX000130,,,,,,,,,,,,,+ locative phrase,
SN001106,"introduces a locative before the main verb, when previous motion is implied",LX000217,,,"Phraseol.: This syntactic strategy serves to “unpack” the various participants and complements of an action into separate clauses. The first clause with [~le](LX000219) ‘go’ introduces the locative complement, while the following verb presents the main action.",,,,,,,,,,,"first verb in serial pattern, with locative phrase",
SN001107,"get up and (do V): introduces a new action, whether or not involving a literal motion event. Not always translated",LX000217,,,,,,,,,,,,,,"first verb in serial pattern, without locative phrase",
SN001108,"leave, be gone",LX000217,,,,,,,,,,,,,,"absolute use, without locative",
SN001109,"leave its zenith position; hence be early afternoon, around 2pm",LX000217,,,"The later phases are called Aeve i-tavali (cf. [~tavali](LX000412)), then Vono ka i-la (cf. [~la](LX000197)).",,,,,,,,,esp,,,sun
SN001110,"pass, reach (such and such moment)",LX000217,,,,,,,,,,,,,,,time
SN001111,be past,LX000217,,,,,,,,,,,,,,with perfect [ka](ka_2),time
SN001112,become,LX000217,,,,,,,,,,,,somet,,+ secondary predicate,
SN001113,"believe (s.o., s.th.: [ne](ne_1))",LX000218,,,Synt.: This construction consists of the verb [~le](LX000219) ‘go’ + the locative preposition [ne](ne_1) or locative adverb [ene](ene_2).,,,,,go to,,,,,,,s.o.
SN001114,separates two actions that take place in separate locations. Usually not translated,LX000219,,,,,,,,,,,,,,serialised between two verbs,
SN001115,"(move+) towards, to (such and such direction)",LX000219,,,,,,,,,,,,,,"after intransitive motion verb, same subject; foll. by locative phrase",
SN001116,"(take s.th.+) towards, to (such and such direction)",LX000219,,,,,,,,,,,,,,"after transitive verb, switch subject; foll. by locative phrase",
SN001117,"(move+) forward, ahead",LX000219,,,,,,,,,,,,gen,,without a locative phrase: directional use,
SN001118,"(move+) thither, away from speaker or deictic centre",LX000219,LX000131,,,,,,,,,,,,,"directional use, deictic interpretation",
SN001119,"(do V) ahead, in a continuing manner; go on",LX000219,,,,,,,,it goes,,,,fig,,"3sg subject, referring to the action",
SN001120,"(do V) on and on, for a long time",LX000219,,,,,,,,,,,,,,"3sg subject, repeated",
SN001121,irrealis subject prefix for “Collocutive” plural: 1st inclusive and 3rd and generic person,le-_1,,,"Variant [li-](li-_1) before a radical starting from a vowel: e.g. [le-](le-_1) + [~ovei](LX000331) = li-ovei ‘they know’. For these verbs, the realis and irrealis 3pl are homophonous.",,,,,,,,Gram,,,,
SN001122,1st inclusive plural subject (see [kiapa](kiapa_1)): you and us,le-_1,,,,,,,,,,,,,,,
SN001123,3rd plural subject (see [dapa](dapa_1)): they,le-_1,,,,,,,,,,,,,,,
SN001124,"generic plural subject (see [idi](idi_1)): ‘people’, ‘one’, generic ‘you’. Sometimes translated with a passive voice in English",le-_1,,,,,,,,,,,,,,,
SN001125,"(do) together, as one",LX000220,,,,,,,,it goes one,,,,,,serialised; always 3sg,
SN001126,go relieve o.s. in the sea; defecate,LX000221,,,"Just like in other islands of the area, Vanikoro people use the sea as their toilets.",,,,,go to the sea,,,,euph,LX000109,,
SN001127,fathom: measure of length,lea_1,,,,,,,,,,,,,,,
SN001128,"bathe, swim in water for recreational purposes",LX000222,LX000549,,,,,,,,,,,,,,
SN001129,"wash, e.g. have a shower",LX000222,,,,,,,,,,,,hence,,,
SN001130,"give a bath to ‹s.o.›, wash ‹baby+›",LX000223,,,,,,,,,,,,,,,
SN001131,Black Sweetlips,lebwogo_1,,,,,,,,,,Plectorhinchus gibbosus,Fish,,,,
SN001132,Harlequin Sweetlips,lebwogo_1,,,,,,,,,,Plectorhinchus chaetodonoides,Fish,,,,
SN001133,Spotted Sweetlips,lebwogo_1,,,,,,,,,,Plectorhinchus picus,Fish,,,,
SN001134,be hungry,LX000224,,,,,,,,(my) eyes are hungry,,,,,,,"eyes, [mata](mata_1)"
SN001135,"Lengge, a place on the west coast of Banie",Lege_1,,,,,,,,,,,,,,,
SN001136,Topsail drummer,leibo_1,,,,,,,,,,Kyphosus cinerascens,Fish,,,,
SN001137,cross-cousin,leka_1,,,,,,,,,,,,,,,
SN001138,"same-sex cross-cousin (MBC, FZC): a man’s male cousin (MBS, FZS), or a woman’s female cousin (MBD, FZD)",leka_1,,,,,,,,,,,Kin,,,symmetrical term,
SN001139,"cross-cousin of opposite sex (MBC, FZC): a man’s female cousin (MBD, FZD), or a woman’s male cousin (MBS, FZS)",leka_1,,,,,"Avoiding your cross-cousin: Any sort of contact between cross-cousins of opposite sex, whether eye- or body-contact, is strictly prohibited. If it ever occurs, then the two individuals must marry ([~kila](LX000155)). As a consequence, cross-cousins – who can be potentially spouses – avoid each other strictly. Mwasu, a mythological figure, infringed those rules, and caused a disaster on the island.",,,,,,Kin ; Ethn,,,symmetrical term,
SN001140,flying fox,lekele_1,,,,,,,,,d2d431dfc159d2e6c26292f0c8e8da4b,Pteropus spp.,Zool,,,,
SN001141,inside ‹of s.th.›,lema_1,,,,,,,,,,,,,,,
SN001142,inside ‹s.th.›,ne_lema_1,maro_1,,,,,,,,,,,,,,
SN001143,sneeze,LX000225,,,,,,,,,,,,,,,
SN001144,contraction of [~le moli](LX000287)* ‘go randomly’,LX000226,,,,,,,,,,,,,,,
SN001145,wander around aimlessly,LX000226,,,,,,,,,,,,literal,,,
