ID,Language_ID,Headword,Part_Of_Speech,1st_Person_SG,3rd_Person_SG,Contains,Entry_IDs,Etymology,Heterosemes,Lovono_Equivalent,Main_Entry,Morphology,Orthographic_Variant,Paradigm_Form,Phonetic_Form,Reduplication_Form,Tanema_Equivalent,Variant_Form
pumene_1,tkw,pumene,noun,,,,busumoe_1 ; nengele_moe_1,,,,,,,,pumene,,,
pumene_aplaka_1,tkw,pumene aplaka,noun,,,pumene_1,,,,,,,,,,,,
puna_1,tkw,puna,noun,,,,,,,,,,,,puna,,,
LX000353,tkw,~te puna … tae,construction,,,puna_1,,,,,,,,,,,,
LX000354,tkw,~punuo,"verb, oblique transitive",,,,unuo_1,,LX000355,~apenoa,,,,,(i·)punuo,,~sibwano,
LX000355,tkw,~punuo,"2nd verb, intrans.",,,,,POc: *panako,LX000354,~apenoa,,,,,(i·)punuo,,~sibwano,
puro_1,tkw,puro,noun,,,,visone_1,,,,,,,,puro,,,
pusi_1,tkw,pusi,noun,,,,,Eng: pussy,,pusi,,,,,pusi,,,
pwa_1,tkw,pwa,"noun, relational",,,,,,pwa_2,pwa,,,,,pʷa,,pao,
pwa_2,tkw,pwa,preposition,,,,le_1,,pwa_1,pwa,,,ne pwa,,pʷa,,pao,
pwa_motono_1,tkw,pwa motono,noun,,,pwa_1,moro_peini_pwa_motono_1,,,,,,,,,,,
pwa_tokoli_1,tkw,pwa tokoli,noun,,,,,,,,,,,,pʷatokoli,,,
pwaka_1,tkw,pwaka,noun,,,,,,,,,,,,pʷaka,,,
LX000356,tkw,~pwalau,"verb, intransitive",,,,LX000476 ; kuo_1,"POc: *palau(r) 'go to sea, make a sea voyage'",,,,,,,(i·)pʷalau,,,
pwama_1,tkw,pwama,"noun, relational",,,,tevie_1,,,,,,,,pʷama,,,
pwama_iaero_1,tkw,pwama iaero,noun,,,pwama_1,,,,,,,,,,,,
pwama_ole_1,tkw,pwama ole,noun,,,pwama_1,,,,,,,,,,,,
pwelele_1,tkw,pwelele,adjective,,,,,,,pwalele,,,,,pʷelele,,mabura,
pwene_1,tkw,pwene,noun,,,,,,,,,,,,pʷene,,,
pwo_1,tkw,pwo,locative,,,,,,,lenu,,,,,pwo,,ese,puo
pwoi_1,tkw,pwoi,noun,,,,,POc: *ᵐboRok,,pwoi,,,,,pʷoi,,pwoi,poi
ra_1,tkw,ra,particle,,,,LX000219,,ra_2,da,,,,,ra,,da,
ra_2,tkw,ra,preposition,,,,,,ra_1,da,,,,,ra,,da,
LX000357,tkw,~ra,"verb, transitive",,,,,,,,,Cf. [ravioe](ravioe_1) ‘saliva’,,,(i·)ra,,,
Raboe_1,tkw,Raboe,toponym,,,,Tanemwa_1,,,,,,,,raᵐboe,,,
ravioe_1,tkw,ravioe,noun,,,,,,,,,Cf. [~ra](LX000357) ‘spit’,,,rafioe,,,
re_1,tkw,re,deictic,,,,ere_1,,,,,,,,re,,,
LX000358,tkw,~re,"verb, transitive",,,,,,,~re,,,,,(i·)re,,~re,
LX000359,tkw,~re i-wene,"serial vb, trans.",,,LX000358,,,,,,,,,,,,~rewene
rea_1,tkw,rea,numeral,,,,tivi_1,,,rea,,,,,rea,,,
rema_1,tkw,rema,"postverb, transitive",,,,,,,,,[~rema](LX000361),,,rema,,,
LX000360,tkw,~te rema,"verb, transitive",,,rema_1,,,,,,[~te](LX000416) + [rema](rema_1),,,,,,
LX000361,tkw,~rema,"verb, transitive",,,,,,,,,[rema](rema_1),,,(i·)rema,,,
LX000362,tkw,reviñe,adjective,,,,moso_1,,,,,,,,refiɲe,,,
revo_1,tkw,revo,noun,,,,revo_1 ; LX000184 ; LX000241 ; ole_1 ; touro_1 ; toloto_1 ; waiero_1 ; waiero_peini_vono_1 ; urene_1 ; motono_1 ; ngamuli_1 ; pwa_motono_1 ; vilisa_revo_1 ; kidisa_revo_1 ; vioe_peini_revo_1,,,mwaka,,,,,revo,,maka,
LX000363,tkw,~ro,"verb, transitive",,,,,,,,LX000364,,,,(i·)ro,,,
roe_tebene_1,tkw,roe tebene,noun,,,,,,,,,Cf. [tebene](tebene_1) ‘yellowed’,,,roe teᵐbene,,,
LX000364,tkw,~romo,"verb, intransitive",,,,,,LX000365 ; LX000366,~eti,,,,,(i·)romo,,~runi,
LX000365,tkw,~romo,"verb, transitive",,,,LX000228,,LX000364 ; LX000366,~eti,,,,,(i·)romo,,~runi,
LX000366,tkw,~romo,"verb, reflexive",,,,,,LX000364 ; LX000365,~eti,,,,,(i·)romo,,~runi,
li-romo_1,tkw,li-romo,construction,,,LX000365,,,,,,[li-](li-_1) + [~romo](LX000364),,,,,,
li-romo_nga_1,tkw,li-romo nga,construction,,,LX000365,,,,,,[li-romo](li-romo_1) + [nga](nga_1),,,,,,
rua_1,tkw,rua,"noun, relational",,,,rua_kasule_1,,,,,,,,rua,,,
rua_kasule_1,tkw,rua kasule,noun,,,,,,,,,[rua](rua_1) + [kasule](kasule_1),,,rua kasule,,,
ruene_1,tkw,ruene,noun,,,,mataruene_1,,,,,,,,ruene,,,
sa_1,tkw,sa,"noun, relational",,,,,,,sa,,,,,sa,,se,
sa_pine_1,tkw,sa pine,phrase,,,sa_1,die_i-meli_1,,,sa-pwene,,[sa](sa_1) + [pine](pine_1) ‘big’,,,,,se-bwau,
saba_1,tkw,saba,noun,,,,ava_saba_1,,,,,,,,saᵐba,,,
LX000367,tkw,~sabisi,"verb, transitive",,,,LX000509,,,,,,,,(i·)saᵐbisi,,,~saisi
LX000368,tkw,~sabu,"verb, intransitive",,,,LX000391,,,~pwo,,,,,(i·)saᵐbu,,~kao,
sabwene_1,tkw,sabwene,noun,,,,,,,,,,,,saᵐbʷene,,,
sadie_1,tkw,sadie,"noun, relational",,,,,,,,utedie_1,"[die](die_1) ‘spine, back’",,,saⁿdie,,,
LX000369,tkw,~sai,"verb, transitive",,,,,,LX000370,,,,,,(i·)sai,,,
LX000370,tkw,~sai,"verb, intransitive",,,,,,LX000369,,,,,,(i·)sai,,,
LX000371,tkw,~sai,"2nd verb, intrans.",,,,,,,,,,,,(i·)sai,,,
LX000372,tkw,~sai,"2nd verb, trans.",,,,LX000511,,,,,Cf. (?) [~sai](LX000371) ‘compare’,,,(i·)sai,,,
LX000373,tkw,~sai,"verb, oblique transitive",,,,,,,,,,,,(i·)sai,,,
sakoro_1,tkw,sakoro,noun,,,,,,,,,,,,sakoro,,,
LX000374,tkw,~sali,"verb, transitive",,,,LX000121 ; LX000010,,LX000375,,,,,,(i·)sali,,,
LX000375,tkw,~sali,"verb, intransitive",,,,LX000349,,LX000374,,,,,,(i·)sali,,,
samame_1,tkw,samame,preposition,,,,,,samame_2,emeio,,"Cf. [~samame](LX000376) ‘join, help’",,,samame,,avaio,same ; semame
samame_2,tkw,samame,postverb,,,,se_1,,samame_1,emeio,,,,,samame,,avaio,same ; semame
LX000376,tkw,~samame,"verb, transitive",,,,,,,,,,,,(i·)samame,,,
same_1,tkw,same,preposition,,,,,,,,samame_1,,,,same,,,
samuko_1,tkw,samuko,noun,,,,,,,,,,,,samuko,,,
samuko_bonoro_1,tkw,samuko bonoro,noun,,,samuko_1,,,,,,,,,,,,
samuko_samwe_1,tkw,samuko samwe,noun,,,samuko_1,,POc: *sumut,,,,,,,,,,
samuko_bonoro_2,tkw,samuko bonoro,noun,,,,,,,,,,,,samuko.ᵐbonoro,,,
samwaele_1,tkw,samwaele,noun,,,,sakoro_1,,,,,,,,samʷaele,,,
sangaulu_1,tkw,sangaulu,numeral,,,,tivi_1,POc: *saŋapuluq,,,,,,,saŋaulu,,,
Saulu_1,tkw,Saulu,proper noun,,,,,,,,,,,,saulu,,,
LX000377,tkw,~sava,"verb, transitive",,,,viko_1,,,~sava,,,,,(i·)sava,,~sava,
savene_1,tkw,savene,noun,,,,,,,,,Cf. [~sava](LX000377) ‘buy’ + [-ne](-ne_1),,,savene,,,
se_1,tkw,se,preposition,,,,,,se_2,"wate, aka",,,,,se,,,
se_2,tkw,se,adverb,,,,samame_2,,se_1,"wate, aka",,,,,se,,,
LX000378,tkw,~sebei,"verb, transitive",,,,,,,,,,,,(i·)seᵐbei,,,
sekele_1,tkw,sekele,noun,,,,,,,amenonga,,,,,sekele,,vasangola,
sela_1,tkw,sela,"noun, relational",,,,,,,,,,,,sela,,,
LX000379,tkw,~si,"verb, transitive",,,,LX000444,,,~sua,,,,,(i·)si,,~sei,
LX000380,tkw,~si,"verb, transitive",,,,sivene_1,,,,,Cf. (?) [~si](LX000379) ‘cut w. blade’,,,(i·)si,,,
LX000381,tkw,~si tetawene,verb-object idiom,,,LX000380,,,,,,[~si](LX000380) + [tetawene](tetawene_1),,,,,,
LX000382,tkw,~si,"verb, transitive",,,,LX000479,,,,,,,,(i·)si,,,
LX000383,tkw,~si,"verb, transitive",,,,LX000044,,,,,,,,(i·)si,,,
sibenge_1,tkw,sibenge,noun,,,,,,,,,,,,siᵐbeŋe,,,
sibowa_1,tkw,sibowa,noun,,,,,,,,,,,,siᵐbowa,,,
sipule_1,tkw,sipule,noun,,,,,,,,,,,,sipule,,,
sitoa_1,tkw,sitoa,noun,,,,,Eng: store,,,,,,,sitoa,,,
sivene_1,tkw,sivene,noun,,,,,,,,,"[~si](LX000379) ‘draw, write’ + [-ne](-ne_1)",,,sivene,,,
sodo_1,tkw,sodo,noun,,,,,,,,,,,,soⁿdo,,,
sodo_otovo_1,tkw,sodo otovo,noun,,,sodo_1,,,,,,,,,,,,
LX000384,tkw,~sodo,"verb, intransitive",,,,,,,~tune,,,,,(i·)soⁿdo,,,
vono_i-sodo_1,tkw,vono i-sodo,phrase,,,LX000384,,,,,,,,,,,,
LX000385,tkw,~somoli,"verb, transitive",,,,LX000043,,,~ñanele,,,,,(i·)somoli,,~madilo,
somu_1,tkw,somu,adjective,,,,,,,akaole,,,,,somu,,mosomu,
LX000386,tkw,~songai,"verb, transitive",,,,,,,,,,,,(i·)soŋai,,,
sopu_1,tkw,sopu,noun,,,,,Eng: soap,,,,,,,sopu,,,
LX000387,tkw,~soso,"verb, reflexive",,,,LX000521,,,,,,,,(i·)soso,,,
LX000388,tkw,~su,"verb, transitive",,,,LX000248,,,,,,,,(i·)su,,,
LX000389,tkw,~su,"verb, transitive",,,,LX000069,,LX000390,~tu,,,,,(i·)su,,~to,
LX000390,tkw,~su,"verb, intransitive",,,,,,LX000389,~tu,,,,,(i·)su,,~to,
LX000391,tkw,~sube,"verb, intransitive",,,,LX000060,,,,,,,,(i·)suᵐbe,,,
subuko_1,tkw,subuko,noun,,,,,,,,,,,,suᵐbuko,,,
sukuro_1,tkw,sukuro,adjective,,,,,,sukuro_2,sukure,,,,,sukuro,,vatakura,sukiro
sukuro_2,tkw,sukuro,noun,,,,,,sukuro_1,,,,,,sukuro,,,sukiro
suli_1,tkw,suli,noun,,,,,,,bere,,,,,suli,,,
LX000392,tkw,~sune,"verb, transitive",,,,LX000327,,,~tune,,,,,(i·)sune,,~tini,
susuko_1,tkw,susuko,adjective,,,,,,susuko_2 ; susuko_3,suailu,,,,,susuko,,suailo,
susuko_2,tkw,susuko,postverb,,,,,,susuko_1 ; susuko_3,suailu,,,,,susuko,,suailo,
susuko_3,tkw,susuko,interjection,,,,,,susuko_1 ; susuko_2,suailu,,,,,susuko,,suailo,
ta_1,tkw,ta,particle,,,,na_ta_1 ; pon_ta_1,,,ta,,,,,ta,,,
LX000393,tkw,~ta,"verb, transitive",,,,LX000337,,,~vaili,,,,,(i·)ta,,~tae,
LX000394,tkw,~ta,"verb, intransitive",,,,LX000141,,,~ta,,,,,(i·)ta,,~ta,
LX000395,tkw,~tabau,"verb, intransitive",,,,,,LX000396,,,,,,(i·)taᵐbau,,,
LX000396,tkw,~tabau,"2nd verb, intrans.",,,,,,LX000395,,,,,,(i·)taᵐbau,,,
LX000397,tkw,~tabe,"verb, transitive",,,,LX000203 ; LX000465,,,~lebe,,,,,(i·)taᵐbe,,~ebe,
tabo_1,tkw,tabo,particle,,,,,,,,,Cf. [~tabo](LX000398),,,taᵐbo,,,
LX000398,tkw,~tabo,"verb, intransitive",,,,,,LX000399,~lebu,,,,,(i·)taᵐbo,,~abo,
LX000399,tkw,~tabo,auxiliary,,,,,,LX000398,~lebu,,,,,(i·)taᵐbo,,~abo,
tabuio_1,tkw,tabuio,"noun, relational",,,,,,,pie,,,,,taᵐbujo,,pipi,
LX000400,tkw,~tabulu,"verb, transitive",,,,,,,,,,,,(i·)taᵐbulu,,,
LX000401,tkw,~tabulu,"verb, transitive",,,,LX000125 ; telango_1,,LX000402,,,,,,(i·)taᵐbulu,,,
LX000402,tkw,~tabulu,"verb, reflexive",,,,,,LX000401,,,,,,(i·)taᵐbulu,,,
tabuluburi_1,tkw,tabuluburi,noun,,,,visone_1,,,,,,,,taᵐbuluᵐburi,,,
tadoe_1,tkw,tadoe,noun,,,,ata_1 ; tamate_1 ; enaka_1,,tadoe_2,leñoe,,,,,taⁿdoe,,aoe,
tadoe_2,tkw,tadoe,intensifier,,,,,,tadoe_1,leñoe,,,,,taⁿdoe,,aoe,
udo_we_tadoe_1,tkw,udo we tadoe,noun,,,tadoe_1,,,,,,,,,,,,
moe_ma_tadoe_2,tkw,moe ma tadoe,noun,,,tadoe_1,,,,,,,,,,,,
taduene_1,tkw,taduene,noun,,,,,,,,,,,,taⁿduene,,,
tae_1,tkw,tae,particle,,,,,,tae_2,taie,,,,,tae,,eia,
tae_2,tkw,tae,predicative,,,,,,tae_1,taie,,,,,tae,,eia,
LX000403,tkw,ka… tae,construction,,,tae_2,katae_1,,,,,[ka](ka_2) ‘Perfect’ + [tae](tae_1),,,,,,
taka_1,tkw,taka,noun,,,,labaro_1,,,,,,,,taka,,,
takalamu_1,tkw,takalamu,noun,,,,,,,,,,,,takalamu,,,
take_1,tkw,take,locative,,,,,,,,tetake_1,,,,take,,,
LX000404,tkw,~tako,"verb, intransitive",,,,ebele_piene_1,,,~vakane,,,,,(i·)tako,,,
takoie_1,tkw,takoie,locative,,,,,,,,tetakoie_1,,,,takoje,,,
Takole_1,tkw,Takole,proper noun,,,,,,,,,,,,takole,,,Takulalevioe
takoli_1,tkw,takoli,interjection,,,,abu_1,,,,,,,,takoli,,,
Takulalevioe_1,tkw,Takulalevioe,proper noun,,,,,,,,,Cf. (?) + [vioe](vioe_1) ‘taro’,,,takulaleˈfjoe,,,Takole
takuo_1,tkw,takuo,noun,,,,dere_1,,,,,,,,takuo,,,
taluaito_1,tkw,taluaito,noun,,,,tongolukilo_1 ; uro_1,"Vaeakau-Taumako: taulaitu 'seer, prophet, shaman'",,,,,,,taluaito,,,
tamana_1,tkw,tamana,linker,,,,tivi_1,,,lemene,,,,,tamana,,amane,
tamate_1,tkw,tamate,proper noun,,,,tadoe_1 ; Takole_1 ; Takulalevioe_1 ; Mata_Tilu_1 ; Mata_Teva_1 ; Aele_Teulungo_1 ; kolokolo_1,,tamate_2,,,,,,tamate,,,
tamate_2,tkw,tamate,noun,,,,LX000161,"Mota: tamate 'dead person; soul, spirit; ghost; headdress' ; PNVanuatu: *qata-mate 'dead person'",tamate_1,,,,,,tamate,,,
LX000405,tkw,~tamava,"verb, intransitive",,,,LX000157,,,~tamava,,,,,(i·)tamava,,,
tamwaliko_1,tkw,tamwaliko,adjective,,,,,,,visale,,,,,tamʷaliko,,vae,tamwaleko
tamwalikose_1,tkw,tamwalikose,adjective,,,,,,tamwalikose_2,(visiale) wabeu,,[tamwaliko](tamwaliko_1),,,tamʷalikose,,(vae) pamabo,
tamwalikose_2,tkw,tamwalikose,postverb,,,,,,tamwalikose_1,(visiale) wabeu,tamwase_1,,,,tamʷalikose,,(vae) pamabo,
tamwase_1,tkw,tamwase,postverb,,,,moro_abia_1,,,(visiale) wabeu,,Cf. [tamwalikose](tamwalikose_1),,,tamʷase,,(vae) pamabo,
Tanemwa_1,tkw,Tanemwa,toponym,,,,,,,Tanema,,,,,tanemʷa,,,Tanema
Tanevio_1,tkw,Tanevio,toponym,,,,,,,,,,,,tanefio,,,
tanlavaki_1,tkw,tanlavaki,noun,,,,,,,penebao,,,,,tanlavaki,,velebao,
tano_1,tkw,tano,noun,,,,tekumete_1,,,,,,,,tano,,,
tanoe_1,tkw,tanoe,noun,,,,enaka_1 ; temaka_1,POc: *tanoq,,lenoe,,,,,tanoe,,anoe,
tanoma_1,tkw,tanoma,"noun, relational",,,,,,,,,[noma](noma_1),,,tanoma,,vaglanome,
LX000406,tkw,taña,"noun, relational",,,,,POc: *taliŋa,,mabelenge,,,,,taɲa,,añe,
Tangake_1,tkw,Tangake,proper noun,,,,ngiro_1,Vaeakau-Taumako: te Alunga '?',,,,,,,taŋake,,,
tangavisi_1,tkw,tangavisi,adjective,,,,,,,,,,,,taŋavisi,,,
Tangteala_1,tkw,Tangteala,proper noun,,,,,,,,,,,,taŋteala,,,
tapaia_buioe_1,tkw,tapaia buioe,noun,,,,,,,,,,,,tapaja ᵐbujoe,,,
tapepa_1,tkw,tapepa,noun,,,,,Mota: tapeva,,,,,,,tapepa,,,
LX000407,tkw,~tataele,"verb, intransitive",,,,,,,,,,,,(i·)tataele,,,
LX000408,tkw,~tatale,"verb, intransitive",,,,LX000486,,,,,,,,(i·)tatale,,,
LX000409,tkw,~tatawoe,"verb, intransitive",,,,,,,,,,,,(i·)tatawoe,,,
LX000410,tkw,~tate,"verb, transitive",,,,,,,,,,,,(i·)tate,,,
LX000411,tkw,~tau,"verb, transitive",,,,,,,~lau,,,,,(i·)tau,,~ao,
taugo_1,tkw,taugo,noun,,,,,,,,,,,,tauᵑgo,,,
tavake_1,tkw,tavake,noun,,,,,Vaeakau-Taumako: tavake 'tropic bird w. long white tail',,,,,,,tavake,,,
LX000412,tkw,~tavali,"verb, intransitive",,,,moro_1,,,,,,,,(i·)tavali,,,
LX000413,tkw,~tavea,"verb, intransitive",,,,,,,,,,,,(i·)tavea,,,
LX000414,tkw,~tavie,"verb, intransitive",,,,tavsone_1 ; tongolukilo_1,,,~tapie,,,,,(i·)tavie,,,
tavsone_1,tkw,tavsone,noun,,,,,,,,,[~tavie](LX000414) ‘be sick’ + [-ne](-ne_1),,,tafsone,,,tavisone
tawo_1,tkw,tawo,locative,,,,,,,lenu,,,,,tawo,,ese,
tawo_2,tkw,tawo,noun,,,,voro_1,,,,,,,,tawo,,,
LX000415,tkw,~tawoe,"verb, intransitive",,,,LX000019 ; LX000250,,,,,,,,(i·)tawoe,,,
tawora_1,tkw,tawora,locative,,,,,,,leve lenu,,[tawo](tawo_1),,,tawora,,ese-da,
te_1,tkw,te,preposition,,,,,,,,,,,,te,,,
te_2,tkw,te,particle,,,,,,,,,,,,te,,,
LX000416,tkw,~te,"verb, intransitive",,,,LX000419,,LX000417,~lu,,,,,(i·)te,,~o,
LX000417,tkw,~te,auxiliary,,,,,POc: *toka,LX000416,~lu,,,,,(i·)te,,~o,
LX000418,tkw,~te teve,"verb, oblique transitive",,,,,,,,,[~te](LX000416) + [teve](teve_1),,,(i·)te teve,,,
LX000419,tkw,~te wako,"verb, intransitive",,,,basavono_wako_1,,,,,,,,(i·)te.wako,,,
tealongo_1,tkw,tealongo,noun,,,,,,,,,,,,tealoŋo,,,
Teanu_1,tkw,Teanu,noun,,,,,,,Nenu,,,,,teanu,,,
tebekuma_1,tkw,tebekuma,noun,,,,uie_luro_1,,,,,,,,teᵐbekuma,,,
tebelia_1,tkw,tebelia,noun,,,,,,,,,,,,teᵐbelia,,,
tebene_1,tkw,tebene,adjective,,,,,,,,,,,,teᵐbene,,,
LX000420,tkw,~teblebe,"verb, intransitive",,,,,,,,,,,,(i·)teᵐbleᵐbe,,,
tebo_1,tkw,tebo,noun,,,,,,,,,,,,teᵐbo,,,
tebo_2,tkw,tebo,noun,,,,,,,,,,,,teᵐbo,,,
tedele_1,tkw,tedele,noun,,,,mwa_tedele_1,,tedele_2,nadele,,,,,teⁿdele,,powe,
tedele_2,tkw,tedele,interjection,,,,,,tedele_1,nadele,,,,,teⁿdele,,powe,
LX000421,tkw,~tedie,"verb, transitive",,,,,,,,,,,,(i·)teⁿdie,,,
teili_1,tkw,teili,noun,,,,LX000065 ; uie_luro_1,,teili_2,,,,,,teili,,,
teili_2,tkw,teili,toponym,,,,,Vaeakau-Taumako: te ili 'a fan',teili_1,,,,,,teili,,,
teipu_1,tkw,teipu,noun,,,,,Polynesian: te ipu,,teupu,,,,,teipu,,teupu,teupu
LX000422,tkw,~teiu,"verb, intransitive",,,,,,,,,,,,(i·)teju,,,
tekate_1,tkw,tekate,noun,,,,uie_luro_1,Polynesian: te kete,,,,,,,tekate,,,
tekau_1,tkw,tekau,"noun, relational",,,,namolo_1,"Vaeakau-Taumako: te kahu 'clothes, cloth'",,,,,,,tekau,,,
tekepu_1,tkw,tekepu,adjective,,,,,Vaeakau-Taumako: te kefu 'albino' ; PPn: *kefu 'light-coloured hair',,,,,,,tekepu,,,
tekilikili_1,tkw,tekilikili,noun,,,,touro_1,"Vaeakau-Taumako: te kilikili 'small stones, pebbles'",,,,,,,tekilikili,,,
tekipa_1,tkw,tekipa,noun,,,,,,,,,,,,tekipa,,,
tekume_1,tkw,tekume,noun,,,,tolosai_1,,,,,,,,tekume,,,
tekumete_1,tkw,tekumete,noun,,,,,,,,,Cf. [tekumete](tekumete_2),,,tekumete,,,
tekumete_2,tkw,tekumete,noun,,,,tano_1,Polynesian: te kumete 'wooden bowl',,,,,,,tekumete,,,
Tekupie_1,tkw,Tekupie,toponym,,,,,,,,,,,,tekupie,,,Tukupie
dapa_Tekupie_1,tkw,dapa Tekupie,noun,,,Tekupie_1,,Polynesian: Tikopia,,,,,,,,,,
telakia_1,tkw,telakia,noun,,,,,Polynesian: te lakia 'Black Noddy (Anous minutus)',,,,,,,telakia,,,
telango_1,tkw,telango,noun,,,,tovokowo_1,Vaeakau-Taumako: te laŋo 'stick or roller for canoe',,,,,,,telaŋo,,,
telau_1,tkw,telau,noun,,,,uie_luro_1,,,telaka,,,,,telau,,telaka,
tele_1,tkw,tele,noun,,,,,,,telulu,,,,,tele,,tololo,
telemoe_1,tkw,telemoe,noun,,,,,,,,,Cf. [moe](moe_1) ‘house’,,,telemoe,,,telemwoe
telepakau_1,tkw,telepakau,noun,,,,enaka_1 ; nuduro_1,"Polynesian: *lapakau 'skilful, crafty'",,,,,,,telepakau,,,
LX000423,tkw,~teli,"verb, transitive",,,,LX000087 ; LX000426,,,~leli,,,,,(i·)teli,,~lali,
LX000424,tkw,~la ~teli,"serial vb, trans.",,,LX000423,LX000216,,,,,,,,,,,
LX000425,tkw,~teli mama,verb-object idiom,,,LX000423,,,,~leli mama,,,,,,,,
LX000426,tkw,~teli utele,verb-object idiom,,,,LX000429,,,,,"[~teli](LX000423) ‘put down, plant’ + <compo></compo> ‘tree base’",,,(i·)teli.utele,,,
teliki_1,tkw,teliki,noun,,,,mwaliko_pine_1 ; Teliki_Makumoso_1,"Vaeakau-Taumako: te aliki 'chief, paramount chief'",,teliki,,,,pl: uña teliki ; dapa teliki,teliki,,teliki,
Teliki_Makumoso_1,tkw,Teliki Makumoso,proper noun,,,,,,,,,[teliki](teliki_1) + [makumoso](makumoso_1),,,teliki makuˈmoso,,,
LX000427,tkw,~telini,"verb, transitive",,,,,,,,,,,,(i·)telini,,,
telupe_1,tkw,telupe,noun,,,,,,,bona,,,,,telupe,,telupe,
telupe_bale_1,tkw,telupe bale,noun,,,telupe_1,,Polynesian: te lupe 'Pacific pigeon (Ducula pacifica)',,,,,,,,,,
temabete_1,tkw,temabete,noun,,,,uie_luro_1,,,,,,,,temaᵐbete,,,
temaka_1,tkw,temaka,noun,,,,kulumoe_1 ; vono_1,"(?) Polynesian: *maka 'stone, rock'",,temaka,,,,,temaka,,temaka,
temama_1,tkw,temama,noun,,,,,"Polynesian: te mama 'limpet, chiton'",,,,,,,temama,,,
temamene_1,tkw,temamene,noun,,,,uie_luro_1,,,makamene,,,,,temamene,,nagali,
temeki_1,tkw,temeki,noun,,,,olawo_1,,,,,,,,temeki,,,
temena_1,tkw,temena,noun,,,,,"Vaeakau-Taumako: te momona 'fat, grease'",,,,,,,temena,,,
temotu_1,tkw,temotu,noun,,,,kulumoe_1,Polynesian: te motu,,,,,,,temotu,,,
temounu_1,tkw,temounu,noun,,,,,Vaeakau-Taumako: te mounu,,,,,,,temounu,,,
Temwo_1,tkw,Temwo,toponym,,,,,,,,,,,,temwo,,,Temuo
LX000428,tkw,ten’gale,noun,,,,,,,,,,,,tenᵑgale,,,
teno_1,tkw,teno,noun,,,,,POc: *tawan,,,,,,,teno,,,
tenubopu_1,tkw,tenubopu,noun,,,,,,,tenapolo,,,,,tenuᵐbopu,,tenapolo,tenbopu
tenubopu_emele_1,tkw,tenubopu emele,noun,,,tenubopu_1,,,,tenapolo neme,,,,,,,tenapolo mee,
tenubopu_mwalikote_1,tkw,tenubopu mwalikote,noun,,,tenubopu_1,,,,tenapolo ale,,,,,,,tenapolo anuka,
tenuro_1,tkw,tenuro,noun,,,,labaro_1,,,,,,,,tenuro,,,
tengiro_1,tkw,tengiro,noun,,,,LX000112,POc: *taŋis,,nangane,,,,,teŋiro,,ngane,
tepaipi_1,tkw,tepaipi,noun,,,,nabene_1,Vaeakau-Taumako: te paipi ; Eng: pipe,,,,,,,tepajpi,,,
tepakare_1,tkw,tepakare,noun,,,,,,,,,,,,tepakare,,,
tepakola_1,tkw,tepakola,noun,,,,,"Vaeakau-Taumako: te pakola 'giant, ogre'",,,,,,,tepakola,,,
tepanoko_1,tkw,tepanoko,noun,,,,,Tikopian: te panoko,,,,,,,tepanoko,,,
tepao_1,tkw,tepao,noun,,,,,"(?) Polynesian: pao 'strike, hammer'",,,,,,,tepao,,,
tepapa_1,tkw,tepapa,noun,,,,,,,,,,,,tepapa,,,
kie_tepapa_1,tkw,kie tepapa,noun,,,tepapa_1,kie_1,"Polynesian: te papa 'plank, board'",,,,,,,,,,
tepuke_1,tkw,tepuke,noun,,,,kuo_1,Vaeakau-Taumako: te puke 'big traditional canoe for long sea voyages' ; PPn: *puke 'bow and stern decking of a canoe',,,,,,,tepuke,,,
tepulu_1,tkw,tepulu,noun,,,,,"Vaeakau-Taumako: te pulu 'glue, gum' ; POc: *ᵐbulut",,,,,,,tepulu,,,
tepungo_1,tkw,tepungo,noun,,,,,"Vaeakau-Taumako: te punga 'smooth, big, round coral stone'",,,,,,,tepuŋo,,,
tepwoe_1,tkw,tepwoe,noun,,,,lavatunu_1,"Vaeakau-Taumako: tupoe 'dried breadfruit, cut in small pieces' ; PPn: *poʔoi",,miwe vegore,,,,,tepʷoe,,baloe vagora,tepoe
tepworo_1,tkw,tepworo,adjective,,,,,,,tapare,,,,,tepʷoro,,abara,teporo
tero_1,tkw,tero,noun,,,,,,,lere,,,,,tero,,ara,
tetake_1,tkw,tetake,locative,,,,one_1 ; ngamuli_1,,,leve mwaroa,,"[~ke](LX000149) ‘go out, go seawards’",,,tetake,,emo-da,teta-ke ; take
tetaki_1,tkw,tetaki,noun,,,,,Vaeakau-Taumako: te taiki 'trap for animals',,,,,,,tetaki,,,
tetakoie_1,tkw,tetakoie,locative,,,,,,,leve ngate,,[~koie](LX000180) ‘go inland’,,,tetakoje,,eto-da,teta-koie ; takoie
tetaula_1,tkw,tetaula,noun,,,,kuo_1,Vaeakau-Taumako: te taura,,,,,,,tetaula,,,
tetavene_1,tkw,tetavene,locative,,,,iura_1,,,,,teta- + [~vene](LX000471),,,tetavene,,,
tetawene_1,tkw,tetawene,noun,,,,LX000381,,,,,,,,tetawene,,,
tetawene_peini_nuduro_2,tkw,tetawene peini nuduro,noun,,,tetawene_1,,"Polynesian: *tatau 'design, tatoo'",,,,[tetawene](tetawene_1) + [nuduro](nuduro_1),,,,,,
